message_id,customer_id,message_text,sentiment_label
27491,36861,Can someone assist?,neutral
27492,37561,Need help.,neutral
27493,27282,Never buying again.,negative
27494,13500,Need help.,neutral
27495,3206,Never buying again.,negative
27496,12859,Excellent service!,positive
27497,35819,Very satisfied.,positive
27498,48508,Not working!,negative
27499,47188,Need help.,neutral
27500,33102,Excellent service!,positive
27501,26529,Very satisfied.,positive
27502,39455,Loved it!,positive
27503,5791,Excellent service!,positive
27504,9716,Terrible experience.,negative
27505,33109,Never buying again.,negative
27506,25867,Please clarify.,neutral
27507,46542,Very satisfied.,positive
27508,19282,Loved it!,positive
27509,11300,Loved it!,positive
27510,19684,Excellent service!,positive
27511,43396,Great product!,positive
27512,26097,Excellent service!,positive
27513,44180,How do I return this?,neutral
27514,5073,Disappointed.,negative
27515,1920,How do I return this?,neutral
27516,42916,Disappointed.,negative
27517,32821,Terrible experience.,negative
27518,9874,How do I return this?,neutral
27519,821,How do I return this?,neutral
27520,32349,Excellent service!,positive
27521,9208,Very satisfied.,positive
27522,43001,Disappointed.,negative
27523,841,How do I return this?,neutral
27524,29386,Please clarify.,neutral
27525,7313,Need help.,neutral
27526,18519,Need help.,neutral
27527,28103,Loved it!,positive
27528,31434,Can someone assist?,neutral
27529,36955,Very satisfied.,positive
27530,13729,Loved it!,positive
27531,8089,Please clarify.,neutral
27532,49371,Very satisfied.,positive
27533,44790,Loved it!,positive
27534,14506,Can someone assist?,neutral
27535,49509,Loved it!,positive
27536,8305,How do I return this?,neutral
27537,31699,Need help.,neutral
27538,20669,Disappointed.,negative
27539,451,Please clarify.,neutral
27540,48211,Can someone assist?,neutral
27541,25578,Great product!,positive
27542,3973,Very satisfied.,positive
27543,13934,Very satisfied.,positive
27544,44836,Excellent service!,positive
27545,13114,Never buying again.,negative
27546,44180,Great product!,positive
27547,31114,Excellent service!,positive
27548,1957,Need help.,neutral
27549,19435,Not working!,negative
27550,12611,Loved it!,positive
27551,47493,Great product!,positive
27552,35872,Very satisfied.,positive
27553,28010,How do I return this?,neutral
27554,31225,How do I return this?,neutral
27555,28367,Excellent service!,positive
27556,37663,Can someone assist?,neutral
27557,21616,Need help.,neutral
27558,21889,Need help.,neutral
27559,24617,How do I return this?,neutral
27560,11066,How do I return this?,neutral
27561,14559,Not working!,negative
27562,27248,How do I return this?,neutral
27563,21678,How do I return this?,neutral
27564,40340,Loved it!,positive
27565,25098,Never buying again.,negative
27566,11455,Very satisfied.,positive
27567,27859,Need help.,neutral
27568,32771,Excellent service!,positive
27569,21434,Excellent service!,positive
27570,1337,Not working!,negative
27571,44724,Loved it!,positive
27572,13384,Loved it!,positive
27573,9019,Great product!,positive
27574,47882,Not working!,negative
27575,44893,Please clarify.,neutral
27576,38519,Terrible experience.,negative
27577,32123,Terrible experience.,negative
27578,37840,Not working!,negative
27579,7962,Disappointed.,negative
27580,30811,Great product!,positive
27581,23345,Disappointed.,negative
27582,23167,How do I return this?,neutral
27583,494,Excellent service!,positive
27584,16412,Loved it!,positive
27585,42954,How do I return this?,neutral
27586,31383,Loved it!,positive
27587,30150,Great product!,positive
27588,22851,Terrible experience.,negative
27589,17047,Excellent service!,positive
27590,16502,Excellent service!,positive
27591,17539,Great product!,positive
27592,43893,Very satisfied.,positive
27593,14488,Great product!,positive
27594,6176,Excellent service!,positive
27595,3080,Disappointed.,negative
27596,983,Terrible experience.,negative
27597,9320,Disappointed.,negative
27598,49283,Terrible experience.,negative
27599,28939,Loved it!,positive
27600,26061,Disappointed.,negative
27601,11237,Not working!,negative
27602,10060,Need help.,neutral
27603,16190,Excellent service!,positive
27604,40021,Loved it!,positive
27605,45379,Loved it!,positive
27606,35070,Need help.,neutral
27607,1357,Excellent service!,positive
27608,701,Great product!,positive
27609,28035,Great product!,positive
27610,47282,Disappointed.,negative
27611,34445,Great product!,positive
27612,15820,Very satisfied.,positive
27613,8366,Very satisfied.,positive
27614,11601,Terrible experience.,negative
27615,9690,Great product!,positive
27616,29711,Never buying again.,negative
27617,25362,Excellent service!,positive
27618,7186,Can someone assist?,neutral
27619,38695,Never buying again.,negative
27620,22191,Very satisfied.,positive
27621,7737,Loved it!,positive
27622,38867,Great product!,positive
27623,43167,Excellent service!,positive
27624,8935,Never buying again.,negative
27625,32492,Not working!,negative
27626,32786,Very satisfied.,positive
27627,42711,Great product!,positive
27628,17920,Terrible experience.,negative
27629,40814,Excellent service!,positive
27630,2377,Need help.,neutral
27631,33626,Loved it!,positive
27632,28525,Terrible experience.,negative
27633,5800,Disappointed.,negative
27634,18426,Need help.,neutral
27635,20178,How do I return this?,neutral
27636,16027,Terrible experience.,negative
27637,45591,Not working!,negative
27638,31442,Need help.,neutral
27639,32234,Excellent service!,positive
27640,26501,Very satisfied.,positive
27641,25964,Great product!,positive
27642,37550,Terrible experience.,negative
27643,5448,Not working!,negative
27644,22074,Never buying again.,negative
27645,13871,Loved it!,positive
27646,14708,Excellent service!,positive
27647,22562,Loved it!,positive
27648,47137,Excellent service!,positive
27649,39895,How do I return this?,neutral
27650,6795,Very satisfied.,positive
27651,905,Terrible experience.,negative
27652,13157,Very satisfied.,positive
27653,7068,Terrible experience.,negative
27654,36077,Excellent service!,positive
27655,32645,Very satisfied.,positive
27656,11981,Need help.,neutral
27657,1518,Please clarify.,neutral
27658,32676,Please clarify.,neutral
27659,10168,Not working!,negative
27660,3305,Can someone assist?,neutral
27661,47397,Never buying again.,negative
27662,28630,Very satisfied.,positive
27663,30007,Disappointed.,negative
27664,31475,Loved it!,positive
27665,6424,Please clarify.,neutral
27666,4804,Disappointed.,negative
27667,20167,Great product!,positive
27668,47633,Very satisfied.,positive
27669,28612,Terrible experience.,negative
27670,19032,Please clarify.,neutral
27671,23174,Great product!,positive
27672,41262,Can someone assist?,neutral
27673,1236,Excellent service!,positive
27674,42515,Excellent service!,positive
27675,45988,Not working!,negative
27676,12269,Very satisfied.,positive
27677,25197,Can someone assist?,neutral
27678,3972,Great product!,positive
27679,39754,Disappointed.,negative
27680,43021,Can someone assist?,neutral
27681,24871,Loved it!,positive
27682,25129,Can someone assist?,neutral
27683,11465,Loved it!,positive
27684,24722,Terrible experience.,negative
27685,20914,Disappointed.,negative
27686,41968,Can someone assist?,neutral
27687,48828,Not working!,negative
27688,41498,Loved it!,positive
27689,34620,Excellent service!,positive
27690,37853,How do I return this?,neutral
27691,5695,Great product!,positive
27692,15322,Excellent service!,positive
27693,4348,Loved it!,positive
27694,18196,Can someone assist?,neutral
27695,15462,Not working!,negative
27696,15831,Very satisfied.,positive
27697,47341,How do I return this?,neutral
27698,17097,How do I return this?,neutral
27699,40654,Loved it!,positive
27700,30808,Please clarify.,neutral
27701,41241,Terrible experience.,negative
27702,133,Disappointed.,negative
27703,34398,Need help.,neutral
27704,8311,Excellent service!,positive
27705,33132,Terrible experience.,negative
27706,15250,Need help.,neutral
27707,32982,Excellent service!,positive
27708,29461,Never buying again.,negative
27709,9294,Never buying again.,negative
27710,43937,Excellent service!,positive
27711,39842,Great product!,positive
27712,3221,Great product!,positive
27713,43513,Need help.,neutral
27714,4906,Great product!,positive
27715,23537,Excellent service!,positive
27716,41654,Disappointed.,negative
27717,12624,Great product!,positive
27718,46083,Not working!,negative
27719,4095,Very satisfied.,positive
27720,4169,Great product!,positive
27721,48550,Disappointed.,negative
27722,15385,Great product!,positive
27723,24923,Very satisfied.,positive
27724,45541,How do I return this?,neutral
27725,5453,Terrible experience.,negative
27726,37512,Loved it!,positive
27727,21242,How do I return this?,neutral
27728,22064,Great product!,positive
27729,12021,Not working!,negative
27730,2113,Need help.,neutral
27731,9156,Loved it!,positive
27732,20700,Need help.,neutral
27733,31929,Very satisfied.,positive
27734,28240,Terrible experience.,negative
27735,15951,How do I return this?,neutral
27736,44259,Can someone assist?,neutral
27737,635,Very satisfied.,positive
27738,38347,Not working!,negative
27739,6546,Great product!,positive
27740,5748,Need help.,neutral
27741,11799,Excellent service!,positive
27742,35566,Great product!,positive
27743,28441,Not working!,negative
27744,14038,Please clarify.,neutral
27745,40517,Terrible experience.,negative
27746,40572,Terrible experience.,negative
27747,15955,Can someone assist?,neutral
27748,19145,Excellent service!,positive
27749,23842,Excellent service!,positive
27750,41608,Disappointed.,negative
27751,19702,Never buying again.,negative
27752,11872,How do I return this?,neutral
27753,49514,Excellent service!,positive
27754,15693,Excellent service!,positive
27755,26145,Need help.,neutral
27756,14379,Please clarify.,neutral
27757,5681,Terrible experience.,negative
27758,8423,Excellent service!,positive
27759,24850,Very satisfied.,positive
27760,48140,Never buying again.,negative
27761,41739,Please clarify.,neutral
27762,48659,Very satisfied.,positive
27763,6324,How do I return this?,neutral
27764,30958,Not working!,negative
27765,1097,Excellent service!,positive
27766,8334,Can someone assist?,neutral
27767,1823,Never buying again.,negative
27768,39145,Loved it!,positive
27769,7440,Please clarify.,neutral
27770,26164,Disappointed.,negative
27771,17110,Great product!,positive
27772,7202,Terrible experience.,negative
27773,31750,Great product!,positive
27774,38612,Loved it!,positive
27775,7974,Excellent service!,positive
27776,44005,How do I return this?,neutral
27777,4766,Terrible experience.,negative
27778,10691,Need help.,neutral
27779,23245,Excellent service!,positive
27780,18691,Excellent service!,positive
27781,532,Great product!,positive
27782,34232,Great product!,positive
27783,48043,Very satisfied.,positive
27784,26330,Never buying again.,negative
27785,30620,Great product!,positive
27786,39872,Great product!,positive
27787,32450,Need help.,neutral
27788,38324,Terrible experience.,negative
27789,20447,Disappointed.,negative
27790,4004,Can someone assist?,neutral
27791,38151,Excellent service!,positive
27792,12199,Loved it!,positive
27793,34597,Terrible experience.,negative
27794,39241,Never buying again.,negative
27795,8219,How do I return this?,neutral
27796,2013,Never buying again.,negative
27797,17849,Can someone assist?,neutral
27798,29397,Disappointed.,negative
27799,45906,Never buying again.,negative
27800,11292,Loved it!,positive
27801,15301,Not working!,negative
27802,12947,Loved it!,positive
27803,28773,Great product!,positive
27804,41168,Terrible experience.,negative
27805,14,Not working!,negative
27806,48117,Disappointed.,negative
27807,41933,Great product!,positive
27808,32529,Excellent service!,positive
27809,34970,Great product!,positive
27810,26453,Disappointed.,negative
27811,11553,Great product!,positive
27812,10861,Need help.,neutral
27813,28069,How do I return this?,neutral
27814,26852,Never buying again.,negative
27815,34812,Loved it!,positive
27816,34390,Great product!,positive
27817,3503,Great product!,positive
27818,49187,Loved it!,positive
27819,30268,Please clarify.,neutral
27820,30377,Never buying again.,negative
27821,33844,Terrible experience.,negative
27822,49257,Disappointed.,negative
27823,46071,Loved it!,positive
27824,2055,Excellent service!,positive
27825,42453,Disappointed.,negative
27826,49754,Need help.,neutral
27827,44615,Can someone assist?,neutral
27828,1102,How do I return this?,neutral
27829,1780,Please clarify.,neutral
27830,40349,Great product!,positive
27831,34946,Not working!,negative
27832,20606,Great product!,positive
27833,44668,Not working!,negative
27834,21489,Terrible experience.,negative
27835,25809,Very satisfied.,positive
27836,17854,Loved it!,positive
27837,40490,Excellent service!,positive
27838,5028,Excellent service!,positive
27839,3318,Very satisfied.,positive
27840,29402,Never buying again.,negative
27841,2611,Disappointed.,negative
27842,32185,Great product!,positive
27843,28181,Very satisfied.,positive
27844,10688,Terrible experience.,negative
27845,32749,Need help.,neutral
27846,34743,Great product!,positive
27847,5269,Terrible experience.,negative
27848,4576,Please clarify.,neutral
27849,9807,Disappointed.,negative
27850,18873,Terrible experience.,negative
27851,7865,Can someone assist?,neutral
27852,28388,Great product!,positive
27853,48586,Very satisfied.,positive
27854,1133,Never buying again.,negative
27855,30791,How do I return this?,neutral
27856,44295,Not working!,negative
27857,23892,Can someone assist?,neutral
27858,9259,Disappointed.,negative
27859,12585,Terrible experience.,negative
27860,38317,Excellent service!,positive
27861,41468,Please clarify.,neutral
27862,20182,Loved it!,positive
27863,41947,Terrible experience.,negative
27864,36099,Disappointed.,negative
27865,44411,Very satisfied.,positive
27866,47202,Very satisfied.,positive
27867,19113,Great product!,positive
27868,39228,Great product!,positive
27869,21632,How do I return this?,neutral
27870,15866,Need help.,neutral
27871,10028,Excellent service!,positive
27872,19085,Not working!,negative
27873,4354,Excellent service!,positive
27874,29094,Need help.,neutral
27875,30947,Very satisfied.,positive
27876,39729,Very satisfied.,positive
27877,43949,Very satisfied.,positive
27878,10200,Excellent service!,positive
27879,13803,Disappointed.,negative
27880,1271,Great product!,positive
27881,39520,Terrible experience.,negative
27882,43817,Loved it!,positive
27883,9078,Terrible experience.,negative
27884,13173,Great product!,positive
27885,12066,Very satisfied.,positive
27886,36935,Terrible experience.,negative
27887,47755,Loved it!,positive
27888,3110,Never buying again.,negative
27889,13277,Never buying again.,negative
27890,8441,Can someone assist?,neutral
27891,38642,Great product!,positive
27892,3965,Loved it!,positive
27893,7716,Not working!,negative
27894,29147,How do I return this?,neutral
27895,3584,Loved it!,positive
27896,23319,Great product!,positive
27897,33937,Not working!,negative
27898,38010,Disappointed.,negative
27899,16066,Very satisfied.,positive
27900,3537,Not working!,negative
27901,36616,Great product!,positive
27902,33162,How do I return this?,neutral
27903,20838,Never buying again.,negative
27904,9620,Very satisfied.,positive
27905,39716,Please clarify.,neutral
27906,29401,Disappointed.,negative
27907,46691,Great product!,positive
27908,13616,Can someone assist?,neutral
27909,48837,Excellent service!,positive
27910,8060,Terrible experience.,negative
27911,10782,Disappointed.,negative
27912,21929,Excellent service!,positive
27913,11303,Very satisfied.,positive
27914,6494,Very satisfied.,positive
27915,11743,How do I return this?,neutral
27916,37339,Not working!,negative
27917,43937,Excellent service!,positive
27918,32895,Excellent service!,positive
27919,33082,Loved it!,positive
27920,14995,Disappointed.,negative
27921,23314,Disappointed.,negative
27922,38599,Loved it!,positive
27923,39503,How do I return this?,neutral
27924,28071,Great product!,positive
27925,15766,Not working!,negative
27926,1742,Great product!,positive
27927,22529,Very satisfied.,positive
27928,49727,Very satisfied.,positive
27929,15042,Never buying again.,negative
27930,15583,Great product!,positive
27931,29995,Can someone assist?,neutral
27932,36688,Never buying again.,negative
27933,48335,Very satisfied.,positive
27934,6423,Disappointed.,negative
27935,21550,Please clarify.,neutral
27936,12829,Very satisfied.,positive
27937,44427,Please clarify.,neutral
27938,14016,Excellent service!,positive
27939,22700,Terrible experience.,negative
27940,20966,Need help.,neutral
27941,13444,Need help.,neutral
27942,22749,Very satisfied.,positive
27943,23083,Not working!,negative
27944,19534,Loved it!,positive
27945,20717,Very satisfied.,positive
27946,41818,Need help.,neutral
27947,3079,Please clarify.,neutral
27948,37235,Loved it!,positive
27949,30420,Excellent service!,positive
27950,47309,Very satisfied.,positive
27951,27565,Can someone assist?,neutral
27952,32695,Great product!,positive
27953,23990,Please clarify.,neutral
27954,34067,Very satisfied.,positive
27955,25929,Very satisfied.,positive
27956,28708,Loved it!,positive
27957,24499,Never buying again.,negative
27958,37963,Excellent service!,positive
27959,2292,Loved it!,positive
27960,26611,Great product!,positive
27961,18526,Great product!,positive
27962,32482,Great product!,positive
27963,42298,Very satisfied.,positive
27964,34760,Please clarify.,neutral
27965,16572,Great product!,positive
27966,28564,Disappointed.,negative
27967,44193,Disappointed.,negative
27968,13347,Need help.,neutral
27969,36790,Not working!,negative
27970,36846,Disappointed.,negative
27971,24212,Great product!,positive
27972,23103,Can someone assist?,neutral
27973,49994,Excellent service!,positive
27974,45130,Not working!,negative
27975,5449,Not working!,negative
27976,11356,Can someone assist?,neutral
27977,47554,Great product!,positive
27978,28642,Not working!,negative
27979,27300,How do I return this?,neutral
27980,22809,Never buying again.,negative
27981,3302,Need help.,neutral
27982,6704,Loved it!,positive
27983,20964,How do I return this?,neutral
27984,49507,Disappointed.,negative
27985,28631,How do I return this?,neutral
27986,45938,Never buying again.,negative
27987,20602,Need help.,neutral
27988,18934,Great product!,positive
27989,9614,Never buying again.,negative
27990,17734,Excellent service!,positive
27991,49395,Need help.,neutral
27992,7275,Disappointed.,negative
27993,39583,Disappointed.,negative
27994,7776,Please clarify.,neutral
27995,47070,Great product!,positive
27996,36932,Never buying again.,negative
27997,24166,Never buying again.,negative
27998,10322,Great product!,positive
27999,43890,Need help.,neutral
28000,33094,Terrible experience.,negative
28001,704,Need help.,neutral
28002,41138,Need help.,neutral
28003,17529,Great product!,positive
28004,10492,Never buying again.,negative
28005,35419,Great product!,positive
28006,31634,Great product!,positive
28007,35317,Excellent service!,positive
28008,47427,How do I return this?,neutral
28009,44484,Not working!,negative
28010,31640,Great product!,positive
28011,10317,Loved it!,positive
28012,31218,Can someone assist?,neutral
28013,10840,Can someone assist?,neutral
28014,3744,Terrible experience.,negative
28015,15838,Not working!,negative
28016,23507,Excellent service!,positive
28017,49067,Please clarify.,neutral
28018,9912,Never buying again.,negative
28019,4357,Very satisfied.,positive
28020,34363,Disappointed.,negative
28021,45693,Need help.,neutral
28022,7441,Excellent service!,positive
28023,40954,Disappointed.,negative
28024,11182,How do I return this?,neutral
28025,13005,Never buying again.,negative
28026,2620,Can someone assist?,neutral
28027,12042,Very satisfied.,positive
28028,46910,Very satisfied.,positive
28029,49145,Never buying again.,negative
28030,38513,Can someone assist?,neutral
28031,33965,Great product!,positive
28032,34919,Great product!,positive
28033,40433,Excellent service!,positive
28034,24216,Loved it!,positive
28035,27775,Very satisfied.,positive
28036,6316,Can someone assist?,neutral
28037,43657,Great product!,positive
28038,19993,Never buying again.,negative
28039,48724,Terrible experience.,negative
28040,13530,Please clarify.,neutral
28041,14875,Need help.,neutral
28042,16412,Disappointed.,negative
28043,20995,Excellent service!,positive
28044,25776,Never buying again.,negative
28045,46190,Never buying again.,negative
28046,20479,Very satisfied.,positive
28047,47412,Terrible experience.,negative
28048,34273,Very satisfied.,positive
28049,29924,Very satisfied.,positive
28050,17629,Can someone assist?,neutral
28051,43858,Can someone assist?,neutral
28052,45601,Great product!,positive
28053,43947,Loved it!,positive
28054,38385,Never buying again.,negative
28055,7536,Very satisfied.,positive
28056,29275,Very satisfied.,positive
28057,20520,Terrible experience.,negative
28058,36378,Very satisfied.,positive
28059,3472,Loved it!,positive
28060,10189,Need help.,neutral
28061,27976,Disappointed.,negative
28062,36051,Great product!,positive
28063,4665,Terrible experience.,negative
28064,24525,Very satisfied.,positive
28065,4101,Very satisfied.,positive
28066,33409,Very satisfied.,positive
28067,21484,Excellent service!,positive
28068,49389,Never buying again.,negative
28069,44675,Excellent service!,positive
28070,15818,Loved it!,positive
28071,42075,Great product!,positive
28072,49050,Disappointed.,negative
28073,37348,Great product!,positive
28074,4047,Great product!,positive
28075,23314,Never buying again.,negative
28076,49059,Very satisfied.,positive
28077,41758,Disappointed.,negative
28078,24930,Great product!,positive
28079,25375,Terrible experience.,negative
28080,7908,Never buying again.,negative
28081,31659,Great product!,positive
28082,8595,Very satisfied.,positive
28083,41018,Excellent service!,positive
28084,45222,Great product!,positive
28085,15844,Loved it!,positive
28086,18250,Terrible experience.,negative
28087,11729,Great product!,positive
28088,22989,Can someone assist?,neutral
28089,27605,Please clarify.,neutral
28090,33032,Great product!,positive
28091,17134,Great product!,positive
28092,9712,Loved it!,positive
28093,31830,Disappointed.,negative
28094,14509,Please clarify.,neutral
28095,5995,Need help.,neutral
28096,45087,Disappointed.,negative
28097,21987,Very satisfied.,positive
28098,7083,Can someone assist?,neutral
28099,4878,Please clarify.,neutral
28100,17955,Excellent service!,positive
28101,49297,Excellent service!,positive
28102,42554,Very satisfied.,positive
28103,43935,Excellent service!,positive
28104,43304,Never buying again.,negative
28105,13296,Disappointed.,negative
28106,708,Loved it!,positive
28107,41873,Excellent service!,positive
28108,24164,Not working!,negative
28109,20154,Very satisfied.,positive
28110,19085,Need help.,neutral
28111,9406,Great product!,positive
28112,17678,Loved it!,positive
28113,2827,Excellent service!,positive
28114,11168,Excellent service!,positive
28115,27100,Please clarify.,neutral
28116,32934,Very satisfied.,positive
28117,522,Please clarify.,neutral
28118,42272,Loved it!,positive
28119,5131,Not working!,negative
28120,2338,Excellent service!,positive
28121,17199,Excellent service!,positive
28122,25496,Terrible experience.,negative
28123,1632,Great product!,positive
28124,28069,Loved it!,positive
28125,3748,How do I return this?,neutral
28126,23571,Can someone assist?,neutral
28127,48647,How do I return this?,neutral
28128,10111,Excellent service!,positive
28129,30651,Loved it!,positive
28130,37352,Great product!,positive
28131,44521,Never buying again.,negative
28132,28447,Not working!,negative
28133,20396,Never buying again.,negative
28134,44216,Loved it!,positive
28135,46957,Great product!,positive
28136,31533,Can someone assist?,neutral
28137,49247,Very satisfied.,positive
28138,44940,Can someone assist?,neutral
28139,30174,Not working!,negative
28140,19875,Disappointed.,negative
28141,12397,Not working!,negative
28142,37260,Great product!,positive
28143,34387,Excellent service!,positive
28144,44740,Terrible experience.,negative
28145,14750,Terrible experience.,negative
28146,14853,Loved it!,positive
28147,48382,Great product!,positive
28148,30839,Great product!,positive
28149,33165,Great product!,positive
28150,39571,Please clarify.,neutral
28151,18986,Great product!,positive
28152,44525,Great product!,positive
28153,47066,Loved it!,positive
28154,3823,Great product!,positive
28155,42575,Never buying again.,negative
28156,222,Very satisfied.,positive
28157,3534,Excellent service!,positive
28158,49453,Loved it!,positive
28159,33031,Very satisfied.,positive
28160,44945,Excellent service!,positive
28161,49599,Loved it!,positive
28162,4902,Please clarify.,neutral
28163,10255,Loved it!,positive
28164,44315,Disappointed.,negative
28165,769,Please clarify.,neutral
28166,1541,Great product!,positive
28167,16588,Not working!,negative
28168,11663,Loved it!,positive
28169,21641,How do I return this?,neutral
28170,6192,Disappointed.,negative
28171,47949,Can someone assist?,neutral
28172,9820,Very satisfied.,positive
28173,35849,Very satisfied.,positive
28174,47477,Not working!,negative
28175,35839,Very satisfied.,positive
28176,41548,Can someone assist?,neutral
28177,15151,Great product!,positive
28178,44359,Excellent service!,positive
28179,6939,Great product!,positive
28180,36509,Need help.,neutral
28181,7223,Terrible experience.,negative
28182,38350,Excellent service!,positive
28183,35994,Excellent service!,positive
28184,10788,Loved it!,positive
28185,44929,Loved it!,positive
28186,11417,Very satisfied.,positive
28187,19532,Loved it!,positive
28188,47190,Not working!,negative
28189,27433,Terrible experience.,negative
28190,41656,Never buying again.,negative
28191,11151,Terrible experience.,negative
28192,11372,Disappointed.,negative
28193,9338,Never buying again.,negative
28194,36568,How do I return this?,neutral
28195,18702,Never buying again.,negative
28196,23170,Loved it!,positive
28197,10390,Excellent service!,positive
28198,11002,Great product!,positive
28199,5283,Loved it!,positive
28200,39230,Excellent service!,positive
28201,33036,Great product!,positive
28202,21061,Loved it!,positive
28203,40169,Great product!,positive
28204,31976,Very satisfied.,positive
28205,14457,Excellent service!,positive
28206,23086,Never buying again.,negative
28207,38225,Very satisfied.,positive
28208,10991,Disappointed.,negative
28209,9431,Never buying again.,negative
28210,16117,Loved it!,positive
28211,18409,Not working!,negative
28212,22832,Disappointed.,negative
28213,7428,Great product!,positive
28214,23099,Loved it!,positive
28215,25480,How do I return this?,neutral
28216,27271,Disappointed.,negative
28217,30909,Very satisfied.,positive
28218,31635,Never buying again.,negative
28219,19378,Very satisfied.,positive
28220,15566,Disappointed.,negative
28221,14683,Excellent service!,positive
28222,5586,Loved it!,positive
28223,1762,Disappointed.,negative
28224,49332,Great product!,positive
28225,48287,Disappointed.,negative
28226,10578,Not working!,negative
28227,41462,Never buying again.,negative
28228,11,Not working!,negative
28229,26054,Great product!,positive
28230,20459,Not working!,negative
28231,32808,Very satisfied.,positive
28232,40455,Very satisfied.,positive
28233,12538,Not working!,negative
28234,21300,Can someone assist?,neutral
28235,37980,Very satisfied.,positive
28236,194,Never buying again.,negative
28237,9031,Can someone assist?,neutral
28238,10978,Excellent service!,positive
28239,33189,Terrible experience.,negative
28240,23391,Please clarify.,neutral
28241,45667,Great product!,positive
28242,7451,Very satisfied.,positive
28243,7833,How do I return this?,neutral
28244,36986,Loved it!,positive
28245,16833,Great product!,positive
28246,18083,Please clarify.,neutral
28247,43351,Excellent service!,positive
28248,36329,Very satisfied.,positive
28249,34734,Please clarify.,neutral
28250,27148,Great product!,positive
28251,19713,Never buying again.,negative
28252,31460,Not working!,negative
28253,39276,Excellent service!,positive
28254,15931,Excellent service!,positive
28255,23020,Disappointed.,negative
28256,22152,Need help.,neutral
28257,46257,Can someone assist?,neutral
28258,143,Loved it!,positive
28259,9934,Never buying again.,negative
28260,30187,Never buying again.,negative
28261,31230,Terrible experience.,negative
28262,41613,Great product!,positive
28263,47001,Great product!,positive
28264,10695,Terrible experience.,negative
28265,42780,Very satisfied.,positive
28266,24749,Terrible experience.,negative
28267,25353,Great product!,positive
28268,46398,Loved it!,positive
28269,2894,Disappointed.,negative
28270,21440,Terrible experience.,negative
28271,8278,Please clarify.,neutral
28272,29624,Excellent service!,positive
28273,33030,Need help.,neutral
28274,16404,Need help.,neutral
28275,1161,Great product!,positive
28276,7900,Not working!,negative
28277,10788,Loved it!,positive
28278,47447,Excellent service!,positive
28279,2711,Please clarify.,neutral
28280,44642,Please clarify.,neutral
28281,13803,Very satisfied.,positive
28282,29125,How do I return this?,neutral
28283,47488,Excellent service!,positive
28284,1725,Great product!,positive
28285,42993,Please clarify.,neutral
28286,15656,Please clarify.,neutral
28287,41428,Great product!,positive
28288,11466,Terrible experience.,negative
28289,12369,Very satisfied.,positive
28290,20759,Disappointed.,negative
28291,29872,Need help.,neutral
28292,14793,Not working!,negative
28293,1025,Not working!,negative
28294,4956,Disappointed.,negative
28295,18182,Excellent service!,positive
28296,26400,Excellent service!,positive
28297,26457,Not working!,negative
28298,4158,Great product!,positive
28299,3054,Terrible experience.,negative
28300,15037,Loved it!,positive
28301,25977,Not working!,negative
28302,28297,Very satisfied.,positive
28303,25732,How do I return this?,neutral
28304,17512,Great product!,positive
28305,39308,Excellent service!,positive
28306,21577,Terrible experience.,negative
28307,3578,Great product!,positive
28308,16878,Very satisfied.,positive
28309,47179,Excellent service!,positive
28310,38151,Great product!,positive
28311,46654,How do I return this?,neutral
28312,18949,Please clarify.,neutral
28313,22151,Great product!,positive
28314,37868,Very satisfied.,positive
28315,8060,Great product!,positive
28316,22564,Can someone assist?,neutral
28317,21666,Disappointed.,negative
28318,24840,Great product!,positive
28319,13383,Not working!,negative
28320,40120,Loved it!,positive
28321,1743,Excellent service!,positive
28322,17730,Great product!,positive
28323,46292,Please clarify.,neutral
28324,43962,Great product!,positive
28325,49549,Loved it!,positive
28326,34088,Loved it!,positive
28327,38799,Excellent service!,positive
28328,15300,Not working!,negative
28329,27765,How do I return this?,neutral
28330,37183,Great product!,positive
28331,12964,Not working!,negative
28332,18180,Not working!,negative
28333,12631,Please clarify.,neutral
28334,31009,Not working!,negative
28335,44380,Great product!,positive
28336,17759,Very satisfied.,positive
28337,42227,Not working!,negative
28338,7221,Disappointed.,negative
28339,37157,Very satisfied.,positive
28340,8623,Never buying again.,negative
28341,32834,Loved it!,positive
28342,3068,Very satisfied.,positive
28343,33808,Loved it!,positive
28344,25163,Terrible experience.,negative
28345,2001,Terrible experience.,negative
28346,4568,Never buying again.,negative
28347,38864,Very satisfied.,positive
28348,32394,Never buying again.,negative
28349,8981,Terrible experience.,negative
28350,28270,Excellent service!,positive
28351,4734,Excellent service!,positive
28352,7766,Excellent service!,positive
28353,26074,Loved it!,positive
28354,37711,Loved it!,positive
28355,20855,Excellent service!,positive
28356,46697,Loved it!,positive
28357,30927,Never buying again.,negative
28358,48968,Never buying again.,negative
28359,44475,Never buying again.,negative
28360,1289,Never buying again.,negative
28361,41140,Can someone assist?,neutral
28362,44423,How do I return this?,neutral
28363,24092,Great product!,positive
28364,24828,Very satisfied.,positive
28365,35993,Terrible experience.,negative
28366,18210,How do I return this?,neutral
28367,45885,Not working!,negative
28368,8076,Great product!,positive
28369,40935,Disappointed.,negative
28370,23977,How do I return this?,neutral
28371,2813,Loved it!,positive
28372,48342,Very satisfied.,positive
28373,27728,Loved it!,positive
28374,37886,Very satisfied.,positive
28375,43842,Disappointed.,negative
